date,produit_id,quantite_vendue,prix_unitaire,montant_total
2023-07-06,12,7,313.23,2192.61
2023-07-06,43,5,201.16,1005.8
2023-07-06,50,2,891.34,1782.68
2023-07-06,71,7,370.69,2594.83
2023-07-06,81,2,860.02,1720.04
2023-07-06,87,10,128.29,1282.8999999999999
2023-07-06,76,1,890.23,890.23
2023-07-06,32,8,729.52,5836.16
2023-07-06,60,7,491.01,3437.0699999999997
2023-07-06,65,7,239.82,1678.74
2023-07-06,27,3,306.44,919.3199999999999
2023-07-06,15,9,898.16,8083.44
2023-07-06,5,8,226.95,1815.6
2023-07-06,63,8,169.79,1358.32
2023-07-06,55,1,520.75,520.75
2023-07-06,53,2,97.21,194.42
2023-07-06,75,4,832.48,3329.92
2023-07-06,67,8,46.54,372.32
2023-07-06,95,8,368.97,2951.76
2023-07-06,89,4,789.29,3157.16
2023-07-06,39,1,694.49,694.49
2023-07-06,99,8,934.2,7473.6
2023-07-06,41,7,195.34,1367.38
2023-07-06,25,1,751.81,751.81
2023-07-06,61,2,813.34,1626.68
2023-07-06,4,3,469.94,1409.82
2023-07-06,100,1,174.71,174.71
2023-07-06,56,6,283.81,1702.8600000000001
2023-07-06,49,2,128.86,257.72
2023-07-06,16,7,399.38,2795.66
2023-07-06,105,2,982.1,1964.2
2023-07-06,80,8,952.98,7623.84
2023-07-06,68,5,733.32,3666.6000000000004
2023-07-06,33,5,264.73,1323.65
2023-07-06,90,5,129.01,645.05
2023-07-06,28,7,416.0,2912.0
2023-07-06,53,3,97.21,291.63
2023-07-06,92,10,969.22,9692.2
2023-07-06,14,1,401.77,401.77
2023-07-06,12,2,313.23,626.46
2023-07-06,102,5,436.37,2181.85
2023-07-06,46,1,566.65,566.65
2023-07-06,54,1,13.01,13.01
2023-07-06,28,9,416.0,3744.0
2023-07-06,3,3,201.96,605.88
2023-07-06,20,10,293.45,2934.5
2023-07-06,88,3,824.19,2472.57
2023-07-06,95,9,368.97,3320.7300000000005
2023-07-06,100,4,174.71,698.84
2023-07-06,70,3,820.08,2460.2400000000002
2023-07-06,26,4,676.77,2707.08
2023-07-06,81,9,860.02,7740.18
2023-07-06,78,10,793.14,7931.4
2023-07-06,98,2,149.07,298.14
2023-07-06,24,4,847.41,3389.64
2023-07-06,11,4,480.35,1921.4
2023-07-06,86,3,560.99,1682.97
2023-07-06,27,5,306.44,1532.2
2023-07-06,9,7,325.17,2276.19
2023-07-06,18,2,604.72,1209.44
2023-07-06,80,5,952.98,4764.9
2023-07-06,16,9,399.38,3594.42
2023-07-06,65,5,239.82,1199.1
2023-07-06,15,6,898.16,5388.96
2023-07-06,46,9,566.65,5099.849999999999
2023-07-06,25,2,751.81,1503.62
2023-07-06,35,5,166.24,831.2
2023-07-06,31,8,893.41,7147.28
2023-07-06,47,7,353.48,2474.36
2023-07-06,59,10,152.23,1522.3
2023-07-06,6,5,832.16,4160.8
2023-07-06,89,8,789.29,6314.32
2023-07-06,97,6,741.22,4447.32
2023-07-06,2,7,318.39,2228.73
2023-07-06,83,2,748.88,1497.76
2023-07-06,49,7,128.86,902.0200000000001
2023-07-06,67,9,46.54,418.86
2023-07-06,43,4,201.16,804.64
2023-07-06,32,7,729.52,5106.639999999999
2023-07-06,79,3,842.18,2526.54
2023-07-06,57,10,559.52,5595.2
2023-07-06,96,9,669.79,6028.11
2023-07-06,81,4,860.02,3440.08
2023-07-06,12,1,313.23,313.23
2023-07-06,11,3,480.35,1441.0500000000002
2023-07-06,41,3,195.34,586.02
2023-07-06,27,3,306.44,919.3199999999999
2023-07-06,64,1,719.57,719.57
2023-07-06,72,5,547.54,2737.7
2023-07-06,24,10,847.41,8474.1
2023-07-06,91,6,223.18,1339.08
2023-07-06,101,9,800.82,7207.38
2023-07-06,34,2,96.63,193.26
2023-07-06,94,10,434.39,4343.9
2023-07-06,3,8,201.96,1615.68
2023-07-06,29,9,356.09,3204.81
2023-07-06,89,7,789.29,5525.03
2023-07-06,74,6,565.28,3391.68
2023-07-06,100,3,174.71,524.13
2023-07-06,39,8,694.49,5555.92
2023-07-06,93,10,641.75,6417.5
2023-07-06,2,3,318.39,955.17
2023-07-06,45,2,870.52,1741.04
2023-07-06,105,6,982.1,5892.6
2023-07-06,46,9,566.65,5099.849999999999
2023-07-06,44,9,236.52,2128.6800000000003
2023-07-06,104,9,748.03,6732.2699999999995
2023-07-06,81,5,860.02,4300.1
2023-07-06,1,9,620.21,5581.89
2023-07-06,67,9,46.54,418.86
2023-07-06,26,1,676.77,676.77
2023-07-06,79,10,842.18,8421.8
2023-07-06,55,1,520.75,520.75
2023-07-06,97,2,741.22,1482.44
2023-07-06,38,7,274.3,1920.1000000000001
2023-07-06,61,4,813.34,3253.36
2023-07-06,4,6,469.94,2819.64
2023-07-06,43,3,201.16,603.48
2023-07-06,14,8,401.77,3214.16
2023-07-06,69,6,616.83,3700.9800000000005
2023-07-06,65,4,239.82,959.28
2023-07-06,10,5,690.97,3454.8500000000004
2023-07-06,77,9,500.37,4503.33
2023-07-06,76,8,890.23,7121.84
2023-07-06,84,7,446.93,3128.51
2023-07-06,83,1,748.88,748.88
2023-07-06,66,4,421.3,1685.2
2023-07-06,105,9,982.1,8838.9
2023-07-06,59,3,152.23,456.68999999999994
2023-07-06,58,7,438.19,3067.33
2023-07-06,1,8,620.21,4961.68
2023-07-06,99,6,934.2,5605.200000000001
2023-07-06,30,5,989.05,4945.25
2023-07-06,44,2,236.52,473.04
2023-07-06,9,7,325.17,2276.19
2023-07-06,16,1,399.38,399.38
2023-07-06,57,4,559.52,2238.08
2023-07-06,81,4,860.02,3440.08
2023-07-06,29,2,356.09,712.18
2023-07-06,6,9,832.16,7489.44
2023-07-06,102,5,436.37,2181.85
2023-07-06,27,4,306.44,1225.76
2023-07-06,55,5,520.75,2603.75
2023-07-06,72,6,547.54,3285.24
2023-07-06,74,1,565.28,565.28
2023-07-06,82,1,384.86,384.86
2023-07-06,103,9,276.11,2484.9900000000002
2023-07-06,43,10,201.16,2011.6
2023-07-06,4,10,469.94,4699.4
2023-07-06,51,1,750.63,750.63
2023-07-06,85,1,249.75,249.75
2023-07-06,7,9,951.34,8562.06
2023-07-06,23,2,555.48,1110.96
2023-07-06,83,8,748.88,5991.04
2023-07-06,39,8,694.49,5555.92
2023-07-06,67,2,46.54,93.08
2023-07-06,72,4,547.54,2190.16
2023-07-06,61,7,813.34,5693.38
2023-07-06,81,2,860.02,1720.04
2023-07-06,32,10,729.52,7295.2
2023-07-06,92,5,969.22,4846.1
2023-07-06,35,3,166.24,498.72
2023-07-06,89,6,789.29,4735.74
2023-07-06,45,2,870.52,1741.04
2023-07-06,52,5,273.99,1369.95
2023-07-06,104,3,748.03,2244.09
2023-07-06,62,3,978.15,2934.45
2023-07-06,43,5,201.16,1005.8
2023-07-06,29,4,356.09,1424.36
2023-07-06,55,4,520.75,2083.0
2023-07-06,70,5,820.08,4100.400000000001
2023-07-06,56,4,283.81,1135.24
2023-07-06,51,9,750.63,6755.67
2023-07-06,47,5,353.48,1767.4
2023-07-06,38,2,274.3,548.6
2023-07-06,98,2,149.07,298.14
2023-07-06,42,8,514.3,4114.4
2023-07-06,102,6,436.37,2618.2200000000003
2023-07-06,71,3,370.69,1112.07
2023-07-06,26,5,676.77,3383.85
2023-07-06,89,2,789.29,1578.58
2023-07-06,67,1,46.54,46.54
2023-07-06,65,10,239.82,2398.2
2023-07-06,50,4,891.34,3565.36
2023-07-06,84,9,446.93,4022.37
2023-07-06,102,6,436.37,2618.2200000000003
2023-07-06,39,5,694.49,3472.45
2023-07-06,7,9,951.34,8562.06
2023-07-06,23,7,555.48,3888.36
2023-07-06,66,7,421.3,2949.1
2023-07-06,93,7,641.75,4492.25
2023-07-06,10,9,690.97,6218.7300000000005
2023-07-06,44,5,236.52,1182.6000000000001
2023-07-06,55,9,520.75,4686.75
2023-07-06,28,10,416.0,4160.0
2023-07-06,75,2,832.48,1664.96
2023-07-06,87,4,128.29,513.16
2023-07-06,78,6,793.14,4758.84
2023-07-06,27,3,306.44,919.3199999999999
2023-07-06,103,5,276.11,1380.5500000000002
2023-07-06,22,2,168.85,337.7
2023-07-06,25,8,751.81,6014.48
2023-07-06,59,8,152.23,1217.84
2023-07-06,98,2,149.07,298.14
2023-07-06,35,6,166.24,997.44
2023-07-06,70,4,820.08,3280.32
2023-07-06,37,4,56.42,225.68
2023-07-06,60,6,491.01,2946.06
2023-07-06,30,4,989.05,3956.2
2023-07-06,17,1,290.58,290.58
2023-07-06,73,6,66.64,399.84000000000003
2023-07-06,105,8,982.1,7856.8
2023-07-06,85,2,249.75,499.5
2023-07-06,4,4,469.94,1879.76
2023-07-06,23,9,555.48,4999.32
2023-07-06,58,1,438.19,438.19
2023-07-06,52,3,273.99,821.97
2023-07-06,16,9,399.38,3594.42
2023-07-06,31,3,893.41,2680.23
2023-07-06,76,5,890.23,4451.15
2023-07-06,53,8,97.21,777.68
2023-07-06,9,6,325.17,1951.02
2023-07-06,44,4,236.52,946.08
2023-07-06,97,2,741.22,1482.44
2023-07-06,36,7,683.51,4784.57
2023-07-06,57,6,559.52,3357.12
2023-07-06,8,6,694.39,4166.34
2023-07-06,48,9,576.19,5185.710000000001
2023-07-06,101,1,800.82,800.82
2023-07-06,72,2,547.54,1095.08
2023-07-06,10,9,690.97,6218.7300000000005
2023-07-06,24,9,847.41,7626.69
2023-07-06,46,7,566.65,3966.5499999999997
2023-07-06,7,2,951.34,1902.68
2023-07-06,89,3,789.29,2367.87
2023-07-06,68,9,733.32,6599.88
2023-07-06,33,9,264.73,2382.57
2023-07-06,51,5,750.63,3753.15
2023-07-06,63,4,169.79,679.16
2023-07-06,81,1,860.02,860.02
2023-07-06,55,2,520.75,1041.5
2023-07-06,48,2,576.19,1152.38
2023-07-06,38,9,274.3,2468.7000000000003
2023-07-06,85,7,249.75,1748.25
2023-07-06,23,2,555.48,1110.96
2023-07-06,84,5,446.93,2234.65
2023-07-06,8,7,694.39,4860.73
2023-07-06,95,2,368.97,737.94
2023-07-06,1,10,620.21,6202.1
2023-07-06,78,4,793.14,3172.56
2023-07-06,70,2,820.08,1640.16
2023-07-06,18,1,604.72,604.72
2023-07-06,90,3,129.01,387.03
2023-07-06,8,8,694.39,5555.12
2023-07-06,21,10,524.23,5242.3
2023-07-06,71,1,370.69,370.69
2023-07-06,41,3,195.34,586.02
2023-07-06,73,4,66.64,266.56
2023-07-06,44,7,236.52,1655.64
2023-07-06,99,3,934.2,2802.6000000000004
2023-07-06,37,5,56.42,282.1
2023-07-06,60,2,491.01,982.02
2023-07-06,3,5,201.96,1009.8000000000001
2023-07-06,74,4,565.28,2261.12
2023-07-06,85,4,249.75,999.0
2023-07-06,89,6,789.29,4735.74
2023-07-06,66,5,421.3,2106.5
2023-07-06,1,3,620.21,1860.63
2023-07-06,82,5,384.86,1924.3000000000002
2023-07-06,24,6,847.41,5084.46
2023-07-06,2,7,318.39,2228.73
2023-07-06,16,4,399.38,1597.52
2023-07-06,78,1,793.14,793.14
2023-07-06,40,7,679.48,4756.360000000001
2023-07-06,34,7,96.63,676.41
2023-07-06,45,3,870.52,2611.56
2023-07-06,25,1,751.81,751.81
2023-07-06,102,5,436.37,2181.85
2023-07-06,83,4,748.88,2995.52
2023-07-06,22,4,168.85,675.4
2023-07-06,84,9,446.93,4022.37
2023-07-06,10,9,690.97,6218.7300000000005
2023-07-06,12,4,313.23,1252.92
2023-07-06,93,3,641.75,1925.25
2023-07-06,42,2,514.3,1028.6
2023-07-06,85,8,249.75,1998.0
2023-07-06,99,2,934.2,1868.4
2023-07-06,22,9,168.85,1519.6499999999999
2023-07-06,69,2,616.83,1233.66
2023-07-06,53,7,97.21,680.4699999999999
2023-07-06,101,5,800.82,4004.1000000000004
2023-07-06,20,5,293.45,1467.25
2023-07-06,67,6,46.54,279.24
2023-07-06,75,6,832.48,4994.88
2023-07-06,28,4,416.0,1664.0
2023-07-06,80,10,952.98,9529.8
2023-07-06,90,8,129.01,1032.08
2023-07-06,57,6,559.52,3357.12
2023-07-06,51,5,750.63,3753.15
2023-07-06,94,9,434.39,3909.5099999999998
2023-07-06,103,8,276.11,2208.88
2023-07-06,5,3,226.95,680.8499999999999
2023-07-06,27,8,306.44,2451.52
2023-07-06,87,6,128.29,769.74
2023-07-06,2,3,318.39,955.17
2023-07-06,82,5,384.86,1924.3000000000002
2023-07-06,1,5,620.21,3101.05
2023-07-06,14,9,401.77,3615.93
2023-07-06,18,8,604.72,4837.76
2023-07-06,81,6,860.02,5160.12
2023-07-06,104,7,748.03,5236.21
2023-07-06,89,7,789.29,5525.03
2023-07-06,57,10,559.52,5595.2
2023-07-06,32,6,729.52,4377.12
2023-07-06,63,8,169.79,1358.32
2023-07-06,66,1,421.3,421.3
2023-07-06,29,8,356.09,2848.72
2023-07-06,26,9,676.77,6090.93
2023-07-06,103,9,276.11,2484.9900000000002
2023-07-06,100,2,174.71,349.42
2023-07-06,105,3,982.1,2946.3
2023-07-06,77,2,500.37,1000.74
2023-07-06,39,5,694.49,3472.45
2023-07-06,22,2,168.85,337.7
2023-07-06,29,2,356.09,712.18
2023-07-06,61,9,813.34,7320.06
2023-07-06,96,10,669.79,6697.9
2023-07-06,63,9,169.79,1528.11
2023-07-06,55,2,520.75,1041.5
2023-07-06,46,3,566.65,1699.9499999999998
2023-07-06,20,6,293.45,1760.6999999999998
2023-07-06,50,6,891.34,5348.04
2023-07-06,99,8,934.2,7473.6
2023-07-06,7,3,951.34,2854.02
2023-07-06,86,8,560.99,4487.92
2023-07-06,5,4,226.95,907.8
2023-07-06,70,3,820.08,2460.2400000000002
2023-07-06,16,7,399.38,2795.66
2023-07-06,18,4,604.72,2418.88
2023-07-06,88,4,824.19,3296.76
2023-07-06,36,1,683.51,683.51
2023-07-06,59,1,152.23,152.23
2023-07-06,74,3,565.28,1695.84
2023-07-06,72,4,547.54,2190.16
2023-07-06,69,1,616.83,616.83
2023-07-06,32,9,729.52,6565.68
2023-07-06,94,9,434.39,3909.5099999999998
2023-07-06,14,4,401.77,1607.08
2023-07-06,44,5,236.52,1182.6000000000001
2023-07-06,65,6,239.82,1438.92
2023-07-06,51,8,750.63,6005.04
2023-07-06,7,6,951.34,5708.04
2023-07-06,96,10,669.79,6697.9
2023-07-06,46,10,566.65,5666.5
2023-07-06,61,10,813.34,8133.400000000001
2023-07-06,70,2,820.08,1640.16
2023-07-06,19,10,622.88,6228.8
2023-07-06,68,5,733.32,3666.6000000000004
2023-07-06,2,2,318.39,636.78
2023-07-06,99,2,934.2,1868.4
2023-07-06,16,2,399.38,798.76
2023-07-06,24,6,847.41,5084.46
2023-07-06,75,7,832.48,5827.360000000001
2023-07-06,103,4,276.11,1104.44
2023-07-06,1,10,620.21,6202.1
2023-07-06,84,9,446.93,4022.37
2023-07-06,88,7,824.19,5769.33
2023-07-06,3,9,201.96,1817.64
2023-07-06,73,10,66.64,666.4
2023-07-06,101,2,800.82,1601.64
2023-07-06,12,6,313.23,1879.38
2023-07-06,55,8,520.75,4166.0
2023-07-06,86,1,560.99,560.99
2023-07-06,90,8,129.01,1032.08
2023-07-06,78,2,793.14,1586.28
2023-07-06,76,4,890.23,3560.92
2023-07-06,77,4,500.37,2001.48
2023-07-06,87,7,128.29,898.03
2023-07-06,20,4,293.45,1173.8
2023-07-06,85,7,249.75,1748.25
2023-07-06,40,7,679.48,4756.360000000001
2023-07-06,10,8,690.97,5527.76
2023-07-06,30,10,989.05,9890.5
2023-07-06,17,5,290.58,1452.8999999999999
2023-07-06,70,8,820.08,6560.64
2023-07-06,78,3,793.14,2379.42
2023-07-06,66,4,421.3,1685.2
2023-07-06,15,1,898.16,898.16
2023-07-06,67,1,46.54,46.54
2023-07-06,27,1,306.44,306.44
2023-07-06,63,1,169.79,169.79
2023-07-06,19,2,622.88,1245.76
2023-07-06,20,3,293.45,880.3499999999999
2023-07-06,22,8,168.85,1350.8
2023-07-06,98,10,149.07,1490.6999999999998
2023-07-06,97,8,741.22,5929.76
2023-07-06,73,1,66.64,66.64
2023-07-06,62,9,978.15,8803.35
2023-07-06,105,5,982.1,4910.5
2023-07-06,80,10,952.98,9529.8
2023-07-06,92,1,969.22,969.22
2023-07-06,94,1,434.39,434.39
2023-07-06,74,8,565.28,4522.24
2023-07-06,13,7,884.87,6194.09
2023-07-06,26,9,676.77,6090.93
2023-07-06,42,8,514.3,4114.4
2023-07-06,19,10,622.88,6228.8
2023-07-06,87,1,128.29,128.29
2023-07-06,62,7,978.15,6847.05
2023-07-06,88,2,824.19,1648.38
2023-07-06,32,4,729.52,2918.08
2023-07-06,69,5,616.83,3084.15
2023-07-06,10,7,690.97,4836.79
2023-07-06,43,5,201.16,1005.8
2023-07-06,60,10,491.01,4910.1
2023-07-06,42,1,514.3,514.3
2023-07-06,13,3,884.87,2654.61
2023-07-06,90,8,129.01,1032.08
2023-07-06,86,4,560.99,2243.96
2023-07-06,93,1,641.75,641.75
2023-07-06,79,10,842.18,8421.8
2023-07-06,64,4,719.57,2878.28
2023-07-06,33,4,264.73,1058.92
2023-07-06,17,5,290.58,1452.8999999999999
2023-07-06,6,8,832.16,6657.28
2023-07-06,72,8,547.54,4380.32
2023-07-06,76,9,890.23,8012.07
2023-07-06,59,8,152.23,1217.84
2023-07-06,46,3,566.65,1699.9499999999998
2023-07-06,103,2,276.11,552.22
2023-07-06,54,8,13.01,104.08
2023-07-06,77,10,500.37,5003.7
2023-07-06,61,3,813.34,2440.02
2023-07-06,23,4,555.48,2221.92
2023-07-06,63,3,169.79,509.37
2023-07-06,26,5,676.77,3383.85
2023-07-06,74,1,565.28,565.28
2023-07-06,88,2,824.19,1648.38
2023-07-06,69,2,616.83,1233.66
2023-07-06,32,6,729.52,4377.12
2023-07-06,73,10,66.64,666.4
2023-07-06,79,5,842.18,4210.9
2023-07-06,47,5,353.48,1767.4
2023-07-06,94,7,434.39,3040.73
2023-07-06,15,8,898.16,7185.28
2023-07-06,34,4,96.63,386.52
2023-07-06,73,10,66.64,666.4
2023-07-06,44,7,236.52,1655.64
2023-07-06,78,2,793.14,1586.28
2023-07-06,90,7,129.01,903.0699999999999
2023-07-06,2,1,318.39,318.39
2023-07-06,81,9,860.02,7740.18
2023-07-06,93,2,641.75,1283.5
2023-07-06,22,3,168.85,506.54999999999995
2023-07-06,6,2,832.16,1664.32
2023-07-06,42,1,514.3,514.3
2023-07-06,71,1,370.69,370.69
2023-07-06,104,1,748.03,748.03
2023-07-06,12,7,313.23,2192.61
2023-07-06,20,10,293.45,2934.5
2023-07-06,38,4,274.3,1097.2
2023-07-06,11,7,480.35,3362.4500000000003
2023-07-06,19,5,622.88,3114.4
2023-07-06,58,1,438.19,438.19
2023-07-06,21,9,524.23,4718.07
2023-07-06,33,9,264.73,2382.57
2023-07-06,25,8,751.81,6014.48
2023-07-06,53,9,97.21,874.89
2023-07-06,74,5,565.28,2826.3999999999996
2023-07-06,69,5,616.83,3084.15
2023-07-06,52,1,273.99,273.99
2023-07-06,89,7,789.29,5525.03
2023-07-06,16,10,399.38,3993.8
2023-07-06,60,6,491.01,2946.06
2023-07-06,41,10,195.34,1953.4
2023-07-06,9,5,325.17,1625.8500000000001
2023-07-06,48,8,576.19,4609.52
2023-07-06,42,3,514.3,1542.8999999999999
2023-07-06,47,7,353.48,2474.36
2023-07-06,13,3,884.87,2654.61
2023-07-06,68,5,733.32,3666.6000000000004
2023-07-06,44,2,236.52,473.04
2023-07-06,22,1,168.85,168.85
2023-07-06,39,2,694.49,1388.98
2023-07-06,101,4,800.82,3203.28
2023-07-06,95,3,368.97,1106.91
2023-07-06,75,9,832.48,7492.32
2023-07-06,79,1,842.18,842.18
2023-07-06,35,7,166.24,1163.68
2023-07-06,80,4,952.98,3811.92
2023-07-06,31,6,893.41,5360.46
2023-07-06,45,3,870.52,2611.56
2023-07-06,4,1,469.94,469.94
2023-07-06,85,10,249.75,2497.5
2023-07-06,33,4,264.73,1058.92
2023-07-06,78,3,793.14,2379.42
2023-07-06,94,1,434.39,434.39
2023-07-06,96,1,669.79,669.79
2023-07-06,51,6,750.63,4503.78
2023-07-06,74,3,565.28,1695.84
2023-07-06,76,4,890.23,3560.92
2023-07-06,41,8,195.34,1562.72
2023-07-06,103,6,276.11,1656.66
2023-07-06,1,9,620.21,5581.89
2023-07-06,5,10,226.95,2269.5
2023-07-06,43,8,201.16,1609.28
2023-07-06,34,3,96.63,289.89
2023-07-06,27,7,306.44,2145.08
2023-07-06,48,5,576.19,2880.9500000000003
2023-07-06,86,1,560.99,560.99
2023-07-06,62,5,978.15,4890.75
2023-07-06,57,10,559.52,5595.2
2023-07-06,6,3,832.16,2496.48
2023-07-06,101,8,800.82,6406.56
2023-07-06,28,6,416.0,2496.0
2023-07-06,30,10,989.05,9890.5
2023-07-06,35,9,166.24,1496.16
2023-07-06,15,10,898.16,8981.6
2023-07-06,70,1,820.08,820.08
2023-07-06,67,3,46.54,139.62
2023-07-06,39,10,694.49,6944.9
2023-07-06,27,6,306.44,1838.6399999999999
2023-07-06,59,1,152.23,152.23
2023-07-06,17,1,290.58,290.58
2023-07-06,62,3,978.15,2934.45
2023-07-06,94,7,434.39,3040.73
2023-07-06,6,6,832.16,4992.96
2023-07-06,23,8,555.48,4443.84
2023-07-06,81,6,860.02,5160.12
2023-07-06,63,4,169.79,679.16
2023-07-06,104,8,748.03,5984.24
2023-07-06,62,7,978.15,6847.05
2023-07-06,2,10,318.39,3183.8999999999996
2023-07-06,79,1,842.18,842.18
2023-07-06,18,1,604.72,604.72
2023-07-06,77,8,500.37,4002.96
2023-07-06,35,9,166.24,1496.16
2023-07-06,80,2,952.98,1905.96
2023-07-06,103,7,276.11,1932.77
2023-07-06,95,4,368.97,1475.88
2023-07-06,6,8,832.16,6657.28
2023-07-06,20,5,293.45,1467.25
2023-07-06,97,3,741.22,2223.66
2023-07-06,58,9,438.19,3943.71
2023-07-06,47,10,353.48,3534.8
2023-07-06,90,9,129.01,1161.09
2023-07-06,70,2,820.08,1640.16
2023-07-06,21,10,524.23,5242.3
2023-07-06,26,10,676.77,6767.7
2023-07-06,33,5,264.73,1323.65
2023-07-06,24,7,847.41,5931.87
2023-07-06,11,6,480.35,2882.1000000000004
2023-07-06,53,9,97.21,874.89
2023-07-06,84,2,446.93,893.86
2023-07-06,50,8,891.34,7130.72
2023-07-06,43,10,201.16,2011.6
2023-07-06,89,5,789.29,3946.45
2023-07-06,63,3,169.79,509.37
2023-07-06,71,6,370.69,2224.14
2023-07-06,31,3,893.41,2680.23
2023-07-06,62,3,978.15,2934.45
2023-07-06,50,1,891.34,891.34
2023-07-06,82,8,384.86,3078.88
2023-07-06,3,6,201.96,1211.76
2023-07-06,30,4,989.05,3956.2
2023-07-06,104,2,748.03,1496.06
2023-07-06,45,8,870.52,6964.16
2023-07-06,27,8,306.44,2451.52
2023-07-06,36,10,683.51,6835.1
2023-07-06,12,5,313.23,1566.15
2023-07-06,29,3,356.09,1068.27
2023-07-06,9,3,325.17,975.51
2023-07-06,52,1,273.99,273.99
2023-07-06,34,7,96.63,676.41
2023-07-06,70,8,820.08,6560.64
2023-07-06,101,1,800.82,800.82
2023-07-06,8,8,694.39,5555.12
2023-07-06,59,2,152.23,304.46
2023-07-06,91,5,223.18,1115.9
2023-07-06,14,2,401.77,803.54
2023-07-06,15,10,898.16,8981.6
2023-07-06,38,8,274.3,2194.4
2023-07-06,99,4,934.2,3736.8
2023-07-06,81,3,860.02,2580.06
2023-07-06,70,8,820.08,6560.64
2023-07-06,87,8,128.29,1026.32
2023-07-06,40,5,679.48,3397.4
2023-07-06,62,4,978.15,3912.6
2023-07-06,82,9,384.86,3463.7400000000002
2023-07-06,53,10,97.21,972.0999999999999
2023-07-06,8,2,694.39,1388.78
2023-07-06,34,10,96.63,966.3
2023-07-06,9,9,325.17,2926.53
2023-07-06,42,2,514.3,1028.6
2023-07-06,105,9,982.1,8838.9
2023-07-06,38,9,274.3,2468.7000000000003
2023-07-06,103,1,276.11,276.11
2023-07-06,41,6,195.34,1172.04
2023-07-06,20,7,293.45,2054.15
2023-07-06,43,10,201.16,2011.6
2023-07-06,98,3,149.07,447.21
2023-07-06,40,1,679.48,679.48
2023-07-06,45,8,870.52,6964.16
2023-07-06,45,9,870.52,7834.68
2023-07-06,24,9,847.41,7626.69
2023-07-06,16,8,399.38,3195.04
2023-07-06,84,1,446.93,446.93
2023-07-06,1,10,620.21,6202.1
2023-07-06,59,10,152.23,1522.3
2023-07-06,85,2,249.75,499.5
2023-07-06,57,1,559.52,559.52
2023-07-06,8,1,694.39,694.39
2023-07-06,91,8,223.18,1785.44
2023-07-06,100,4,174.71,698.84
2023-07-06,15,9,898.16,8083.44
2023-07-06,25,10,751.81,7518.099999999999
2023-07-06,35,7,166.24,1163.68
2023-07-06,60,1,491.01,491.01
2023-07-06,87,3,128.29,384.87
2023-07-06,39,9,694.49,6250.41
2023-07-06,37,7,56.42,394.94
2023-07-06,34,1,96.63,96.63
2023-07-06,61,5,813.34,4066.7000000000003
2023-07-06,14,8,401.77,3214.16
2023-07-06,103,9,276.11,2484.9900000000002
2023-07-06,77,4,500.37,2001.48
2023-07-06,21,1,524.23,524.23
2023-07-06,12,6,313.23,1879.38
2023-07-06,102,10,436.37,4363.7
2023-07-06,51,8,750.63,6005.04
2023-07-06,41,9,195.34,1758.06
2023-07-06,65,5,239.82,1199.1
2023-07-06,81,7,860.02,6020.139999999999
2023-07-06,53,8,97.21,777.68
2023-07-06,3,6,201.96,1211.76
2023-07-06,72,10,547.54,5475.4
2023-07-06,18,4,604.72,2418.88
2023-07-06,40,2,679.48,1358.96
2023-07-06,65,5,239.82,1199.1
2023-07-06,10,9,690.97,6218.7300000000005
2023-07-06,79,7,842.18,5895.259999999999
2023-07-06,101,2,800.82,1601.64
2023-07-06,97,9,741.22,6670.9800000000005
2023-07-06,75,4,832.48,3329.92
2023-07-06,27,3,306.44,919.3199999999999
2023-07-06,15,10,898.16,8981.6
2023-07-06,91,4,223.18,892.72
2023-07-06,69,6,616.83,3700.9800000000005
2023-07-06,67,8,46.54,372.32
2023-07-06,52,1,273.99,273.99
2023-07-06,63,5,169.79,848.9499999999999
2023-07-06,16,9,399.38,3594.42
2023-07-06,62,3,978.15,2934.45
2023-07-06,83,9,748.88,6739.92
2023-07-06,39,3,694.49,2083.4700000000003
2023-07-06,92,5,969.22,4846.1
2023-07-06,47,2,353.48,706.96
2023-07-06,76,7,890.23,6231.610000000001
2023-07-06,15,4,898.16,3592.64
2023-07-06,58,6,438.19,2629.14
2023-07-06,9,9,325.17,2926.53
2023-07-06,10,2,690.97,1381.94
2023-07-06,27,6,306.44,1838.6399999999999
2023-07-06,12,2,313.23,626.46
2023-07-06,59,8,152.23,1217.84
2023-07-06,82,4,384.86,1539.44
2023-07-06,52,9,273.99,2465.91
2023-07-06,6,9,832.16,7489.44
2023-07-06,91,7,223.18,1562.26
2023-07-06,42,3,514.3,1542.8999999999999
2023-07-06,5,5,226.95,1134.75
2023-07-06,87,2,128.29,256.58
2023-07-06,98,4,149.07,596.28
2023-07-06,84,2,446.93,893.86
2023-07-06,96,7,669.79,4688.53
2023-07-06,57,9,559.52,5035.68
2023-07-06,51,1,750.63,750.63
2023-07-06,55,8,520.75,4166.0
2023-07-06,48,3,576.19,1728.5700000000002
2023-07-06,39,6,694.49,4166.9400000000005
2023-07-06,35,1,166.24,166.24
2023-07-06,71,6,370.69,2224.14
2023-07-06,39,1,694.49,694.49
2023-07-06,50,9,891.34,8022.06
2023-07-06,36,2,683.51,1367.02
2023-07-06,103,2,276.11,552.22
2023-07-06,68,5,733.32,3666.6000000000004
2023-07-06,19,10,622.88,6228.8
2023-07-06,56,10,283.81,2838.1
2023-07-06,92,6,969.22,5815.32
